NR.,01.01.10,01.01.20,01.02.10,01.02.20,01.02.30,01.02.40,01.03.10,01.03.20,01.03.30,01.04.10,01.20.10,01.20.20,01.61.10,01.81.10,01.81.20,01.82.10,01.82.20,01.82.30,01.83.10,01.83.20,01.83.30,01.84.10,01.85.10,01.86.10,01.H,02.01.10,02.01.20,02.02.10,02.02.20,02.02.30,02.02.40,02.03.10,02.03.20,02.03.30,02.04.10,02.62.10,02.81.10,02.81.20,02.82.10,02.82.20,02.82.30,02.83.10,02.83.20,02.83.30,02.84.10,02.85.10,02.86.10,02.H,03.01.10,03.01.20,03.02.10,03.02.20,03.02.30,03.02.40,03.03.10,03.03.20,03.03.30,03.04.10,03.62.10,03.81.10,03.81.20,03.82.10,03.82.20,03.82.30,03.83.10,03.83.20,03.83.30,03.84.10,03.85.10,03.86.10,03.H,04.05.10,04.63.10,04.64.10,04.65.10,04.82.10,04.82.20,04.82.30,04.83.10,04.83.20,04.83.30,04.84.10,04.85.10,04.86.10,04.H,05.01.10,05.01.20,05.02.10,05.02.20,05.02.30,05.02.40,05.03.10,05.03.20,05.03.30,05.04.10,05.06.10,05.06.20,05.06.30,05.07.10,05.07.20,05.07.30,05.07.40,05.15.10,05.81.10,05.81.20,05.82.10,05.82.20,05.82.30,05.83.10,05.83.20,05.83.30,05.84.10,05.85.10,05.86.10,05.H,06.08.10,06.08.20,06.08.30,06.81.10,06.81.20,06.82.10,06.82.20,06.82.30,06.83.10,06.83.20,06.83.30,06.84.10,06.85.10,06.86.10,06.H,07.66.20,07.67.10,07.67.20,07.68.10,07.69.10,07.70.10,07.80.10,07.80.20,07.87.10,07.H,08.09.10,08.09.20,08.10.10,08.10.20,08.10.30,08.11.10,08.11.15,08.11.20,08.11.30,08.11.40,08.11.50,08.11.60,08.11.70,08.11.80,08.11.90,08.12.10,08.13.10,08.13.20,08.13.30,08.13.40,08.13.50,08.14.10,08.14.20,08.72.10,08.75.10,08.83.10,08.83.20,08.83.30,08.84.10,08.85.10,08.86.10,08.H,09.01.10,09.01.20,09.02.10,09.02.20,09.02.30,09.02.40,09.03.10,09.03.20,09.03.30,09.81.10,09.81.20,09.82.10,09.82.20,09.82.30,09.83.10,09.83.20,09.83.30,09.84.10,09.85.10,09.86.10,09.H,10.39.10,10.39.20,10.39.30,10.83.10,10.83.20,10.83.30,10.84.10,10.85.10,10.86.10,10.H,11.32.10,11.33.10,11.82.10,11.82.20,11.82.30,11.83.10,11.83.20,11.83.30,11.84.10,11.85.10,11.86.10,11.H,12.35.10,12.35.20,12.35.30,12.35.40,12.35.50,12.35.60,12.35.70,12.35.80,12.36.10,12.37.10,12.82.10,12.82.20,12.82.30,12.83.10,12.83.20,12.83.30,12.85.10,12.86.10,12.H,13.31.10,13.31.20,13.31.30,13.38.10,13.38.20,13.82.10,13.82.20,13.82.30,13.H,14.40.10,14.85.10,14.H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19700208,W,,19830701,André Gideplaats,AndrÂe Gideplaats,45,,,,3069EC,Toetsoog,1804100000000043,1804200000000043,,,,,,,,,T,,,,,,20110205,20110205,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19700208,W,,19830701,André Gideplaats,,45,,,,3069EC,,,,,,,,,,,,A,,,,,,19830701,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19700208,W,,19700208,Atatürkstraat,,11,,,,3066VS,,,,,,,,,,,,A,,,,,,19700208,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0344,19480101,W,,19480101,Deltastraat,,3,,,,3522KA,,,,,,,,,,,,A,,,,,,19480101,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,4274163656,299999592,Paul,,de,Man,19490202,0947,6030,M,,,E,,,1804,19940310,PKA,,,,,19490202,19951001,,,,Wilma,,,Honselaar,19270923,0947,6030,V,19490202,,,1804,19940310,PK,,,,,19490202,19940310,,,,Wim,,de,Man,19271207,0947,6030,M,19490202,,,1804,19940310,PK,,,,,19490202,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,0,0002,20110205122500000,P,,1804,19730208,,,,,,,,,,,,,,,6044,#ADDIN?,24 Warner Street Newtown,Port of Spain 00000,,,,I,,,,,,#ADDIN?,20140410,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN,IVJ892799,20101203,B1810,20151203,,,188,,,1804,20101213,Aanvraagformulier,,,,20101203,20101213,12,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19730208,W,,19730208,Atatürkstraat,AtatÈurkstraat,9,,2,,3066VS,Toetsoog,1804100000000044,1804200000000044,,,,,,,,,T,,,,,,20110205,20110205,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN,NA8927940,20050617,B1810,20100617,20101203,I,188,,,1804,20050617,Aanvraagformulier,,,,20101203,20101203,12,,,,,,,,,,900303,19960101,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19730208,W,,19730208,Atatürkstraat,,9,,2,,3066VS,,,,,,,,,,,,A,,,,,,19730208,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN,N89279471,19991230,B1810,20041230,20050617,I,188,,,1804,19991230,Aanvraagformulier reisdocument,,,,20050617,20050617,,,,,,,,,,,900208,19941030,
39,7373056913,299999580,Janus,,,Naaktgeboren,19800506,0947,6030,M,,,E,,,1804,19940310,PKA,,,,,19800506,19951001,,,,,,,.,,,,V,19800506,,,1804,19940310,PK,,,,,19800506,19940310,,,,,,,.,,,,M,19800506,,,1804,19940310,PK,,,,,19800506,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,0,0002,20110205142530000,P,,1804,19921010,,,,,,,,,,,,,,,5045,#ADDIN?,430 Maple Avenue West,22180,,,,I,,,,,,#ADDIN?,20140410,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN,IVJ619031,20080229,B1810,20130228,,,186,,,1804,20080307,Aanvraagformulier,,,,20080229,20080307,,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19921010,W,,19991201,Hélène Swarthstraat,HÂelÁene Swarthstraat,29,,,,3061CL,Toetsoog,1804100000000045,1804200000000045,,,,,,,,,T,,,,,,20110205,20110205,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900303,19960101,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19921010,W,,19991201,Hélène Swarthstraat,,29,,,,3061CL,,,,,,,,,,,,A,,,,,,19991201,20110205,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19921010,W,,19991201,Hélène Swarthstraat,,28,,,,3061CL,,,,,,,,,,,,A,,,,,O,19991201,19991201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1280726972,299999579,Mirjam,,,Gruyter,19740304,0947,6030,V,,,E,,,1804,19940310,PKA,,,,,19740304,19951001,,,,Klara,,,Mansveld,19531208,0599,6030,V,19740304,,,1804,19940310,PK,,,,,19740304,19940310,,,,Christoffel,,,Gruyter,19530509,0947,6030,M,19740304,,,1804,19940310,PK,,,,,19740304,19940310,,0001,001,,,,,,,,,,19740304,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,0,0004,20110205150000000,P,,1804,19831211,,,,,,,,,,,,,,,7046,#ADDIN?,,,,,,I,,,,,,#ADDIN?,20140410,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN,IVJ847812,20070612,B1810,20120612,,,183,,,1804,20070619,Aanvraagformulier,,,,20070612,20070619,12,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19831211,W,,19831211,Ebenhaëzerstraat,EbenhaÈezerstraat,4,,,,3083RN,Toetsoog,1804100000000046,1804200000000046,,,,,,,,,T,,081100,19940310,,,20110205,20110205,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN,  789456P,19901014,B1810,19951014,20070612,V,183,,,1804,19940311,PK,,,,20070612,20070612,12,,,,,,,,,,900303,19960101,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19831211,W,,19831211,Ebenhaëzerstraat,,4,,,,3083RN,,,,,,,,,,,,A,,081100,19940310,,,19831211,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN,  789455P,19851014,B1810,19901014,19901014,I,183,,,1804,19940310,PK,,,,19901014,19940310,12,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0974,19740304,W,,19740304,Pissummerweg,,12,,,,6114AH,,,,,,,,,,,,A,,,,,,19740304,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN,  789454P,19801014,B0974,19851014,19851014,I,183,,,0974,19940310,PK,,,,19851014,19940310,,,,,,,,,,,,,
41,6916387096,299999567,Karin,,,Meijer,19450701,0599,6030,V,,,E,,,1804,19940310,PKA,,,,,19450701,19951001,,,,Christina,,,Weeber,19171101,0599,6030,V,19450701,,,1804,19940310,PK,,,,,19450701,19940310,,,,Peter,,,Meijer,19160207,0599,6030,M,19450701,,,1804,19940310,PK,,,,,19450701,19940310,,0001,001,,,,,,,,,,19450701,19940310,,,,August,,,Tuinstra,19431015,0344,6030,M,,,,19880305,0599,6030,O,H,,,1804,19940310,PK,,,,,19880305,19940310,55,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,0,0002,20110205164935998,P,,1804,19920129,,,,,,,,,,,,,,,6047,#ADDIN?,6 Rue Des Frere Djenadi Blda,Blida 09000,,,,I,,,,,,#ADDIN?,20140410,58,,,Carla,,,Tuinstra,19731022,0344,6030,,,1804,19940310,PK,,,,,19731022,19940310,09,,,,,,,,,,,,,,,,,,,,,,,PN,IVJ632140,20070112,B1810,20120112,,,176,,,1804,20070119,Aanvraagformulier,,,,20070112,20070119,,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August,,,Tuinstra,19431015,0344,6030,M,19680512,0599,6030,,,,,H,,,1804,19940310,PK,,,,,19680512,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19920129,W,,19920129,Stuart Millstraat,Stuart Millstraat,5,,,,3076RL,Toetsoog,1804100000000047,1804200000000047,,,,,,,,,T,,,,,,20110205,20110205,58,,,Adriaan František,,,Tuinstra,19720820,0344,6030,,,1804,19940310,PK,,,,,19720820,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19920129,W,,19920129,Stuart Millstraat,,5,,,,3076RL,,,,,,,,,,,,A,,,,,,19920129,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0344,19680515,W,,19680515,Rhônedreef,,9,,,,3561VA,,,,,,,,,,,,A,,,,,,19680515,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0599,19450701,W,,19450701,Westduëlstraat,,12,,,,3082RV,,,,,,,,,,,,A,,,,,,19450701,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,9678503638,299999555,Martinus,,de,Beer,19601001,0974,6030,M,,,E,,,1804,19940310,PKA,,,,,19601001,19951001,,,,Sandra,,,Netten,19350913,0974,6030,V,19601001,,,1804,19940310,PK,030000,19940311,,,19601001,19940310,,,,Jan Willem,,de,Beer,19300428,0974,6030,M,19601001,,,1804,19940310,PK,020000,19940311,,,19601001,19940310,,0001,001,,,,,,040000,19940311,,,19601001,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,0,0002,20110205172000000,P,,1804,19881118,,,,,,,,,,,,,,,6048,#ADDIN?,5 Boulevard de Nice,Libreville 2254,,,,I,,,,,,#ADDIN?,20140410,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN,IVJ360176,20070525,B1810,20120525,,,188,,,1804,20070605,Aanvraagformulier,,,,20070525,20070605,12,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19881118,W,,19881118,Tromsödreef,TromsÈodreef,12,,,,3067DL,Toetsoog,1804100000000048,1804200000000048,,,,,,,,,T,,080000,19940311,,,20110205,20110205,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN,NA3601764,20020412,B1810,20070412,20070525,I,188,,,1804,20020412,Aanvraagformulier,,,,20070525,20070525,,,,,,,,,,,900303,19960101,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19881118,W,,19881118,Tromsödreef,,12,,,,3067DL,,,,,,,,,,,,A,,080000,19940311,,,19881118,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0974,19760801,W,,19760801,Op Koye,,45,,,,6114AZ,,,,,,,,,,,,A,,580000,19940311,,,19760801,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0599,19601001,W,,19601001,Hammarskjöldplaats ,,50,,,,3069RC,,,,,,,,,,,,A,,580000,19940311,,,19601001,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,5970720329,299999543,Henk,,,Vermeulen,19400616,0344,6030,M,,,E,,,1804,19940310,PKA,,,,,19400616,19951001,,,,Trees,,,Bartels,19211006,0974,6030,V,19400616,,,1804,19940310,PK,,,,,19400616,19940310,,,,Leo,,,Vermeulen,19290707,0974,6030,M,19400616,,,1804,19940310,PK,,,,,19400616,19940310,,0001,001,,,,,,,,,,19400616,19940310,,3426213698,308869928,Anna Maria Petra,,,Jansma,19450418,0974,6030,V,19740808,1804,6030,,,,,H,,,1804,19940310,PK,,,,,19740808,19951001,,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,0,0002,20110205094500000,P,,1804,19740808,,,,,,,,,,,,,,,6049,#ADDIN?,,,,,,I,,,,,,#ADDIN?,20140410,58,,,Eduard,,,Vermeulen,19681113,1804,6030,,,1804,19940310,PK,,,,,19681113,19940310,,,,,,,,,,,,,,,,,,,,,,,,PN,IVJ120280,20070112,B1810,20120112,,,178,,,1804,20070122,Aanvraagformulier,,,,20070112,20070122,12,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19740808,W,,19860901,Malmöpad,MalmÈopad,24,,,,3067PW,Toetsoog,1804100000000049,1804200000000049,,,,,,,,,T,,,,,,20110205,20110205,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN,NA1202804,20011228,B1810,20061228,20070112,I,179,,,1804,20020108,Aanvraagformulier,,,,20070112,20070112,12,,,,,,,,,,900303,19960101,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19740808,W,,19860901,Malmöpad,,24,,,,3067PW,,,,,,,,,,,,A,,,,,,19860901,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN,12934857K,19940817,B1810,19990817,20011228,I,179,,,1804,19940817,Aanvraagformulier reisdocument,,,,20011228,20011228,,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19740808,W,,19740808,Jan Steenstraat,,22,,,,3042AL,,,,,,,,,,,,A,,,,,,19740808,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0344,19400616,W,,19400616,Westerkade,,24,,,,3511HB,,,,,,,,,,,,A,,,,,,19400616,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,8075279204,299999531,Anna Maria Petra,,,Jansma,19450418,0974,6030,V,,,P,,,1804,19940310,PKA,,,,,19650812,19951001,,,,Ellen,,,Schutte,19231009,1804,6030,V,19450418,,,1804,19940310,PK,,,,,19450418,19940310,,,,Frans,,,Jansma,19230521,1804,6030,M,19450418,,,1804,19940310,PK,,,,,19450418,19940310,,0001,001,,,,,,,,,,19450418,19940310,,3762912120,308945827,Erik,,van den,Oever,19211009,0974,6030,M,,,,19730812,1804,6030,S,H,1804,1 H0042,,,,,,,,19940501,19951001,55,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,0,0002,20110205094500000,P,,1804,19650812,,,,,,,,,,,,,,,6050,#ADDIN?,37 Abdulla Khamraev Street,Samarkand,,,,I,,,,,,#ADDIN?,20140410,58,,,Eduard,,,Vermeulen,19681113,1804,6030,,,1804,19940310,PK,,,,,19681113,19940310,,,,,,,,,,,,,,,,,,,,,,,,PN,IVJ342621,20070112,B1810,20120112,,,170,,,1804,20070122,Aanvraagformulier,,,,20070112,20070122,12,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3762912120,,Erik,,,Mol,19211009,0974,6030,M,,,,19730812,1804,6030,S,H,,,1804,19940310,PK,,,,,19730812,19940310,55,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19650812,W,,19860901,Malmöpad,MalmÈopad,24,,,,3067PW,Toetsoog,1804100000000050,1804200000000050,,,,,,,,,T,,,,,,20110205,20110205,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN,NA3426211,20011105,B1810,20061105,20070112,I,171,,,1804,20011112,Aanvraagformulier,,,,20070112,20070112,12,,,,,,,,,,900303,19960101,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3762912120,,Erik,,,Mol,19211009,0974,6030,M,19650812,1804,6030,,,,,H,,,1804,19940310,PK,,,,,19650812,19940310,05,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19650812,W,,19860901,Malmöpad,,24,,,,3067PW,,,,,,,,,,,,A,,,,,,19860901,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN,N34262133,19950428,B1810,20000428,20011105,I,171,,,1804,19950428,Aanvraagformulier reisdocument,,,,20011105,20011105,12,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1202801305,308853817,Henk,,,Vermeulen,19400616,1804,6030,M,19740808,1804,6030,,,,,H,,,1804,19940310,PK,,,,,19740808,19951001,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19650812,W,,19650812,Jan Steenstraat,,22,,,,3042AL,,,,,,,,,,,,A,,,,,,19650812,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IB,12120987V,19910818,B1810,19930818,19950428,I,171,,,1804,19940310,PK,,,,19950428,19950428,12,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0974,19450418,W,,19450418,Rafaëlweg,,6,,,,6114BZ,,,,,,,,,,,,A,,,,,,19450418,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN, 8834191N,19900501,B1810,19950501,19950428,V,171,,,1804,19940310,PK,,,,19950428,19950428,,,,,,,,,,,,,
